,0
zhdh_jdbj1_jyrq_minu_mean,0.01163896257012511
854D6FAE_sum,0.01133686868238536
38B3EFF8_sum,0.010841905976577554
dfhh_ratio_max,0.009202218538770145
F57A2F55_ratio,0.00908043639147691
274AD478_ratio,0.008355861332749922
minu_ratio_min,0.008061888117371126
zhdh_jdbj1_jyrq_date_mean,0.0066329171910910435
month_ratio_max,0.006505366105254231
zhdh_jdbj0_jyrq_is_wknd_min,0.004934834049719371
dfzh_ratio_max,0.0034494183074930255
C8FBBC86_ratio,0.002425517774243946
zhdh_jdbj1_jyrq_is_month_start_median,0.0005017824461677185
38B3EFF8_ratio,0.0003020750809487852
zhdh_jdbj0_jyrq_dayofweek_min,0.0002397767892073928
zhdh_jdbj0_jyrq_is_month_start_median,8.908868797030403e-05
dayofweek_ratio_min,0.0
zhdh_jdbj1_jyrq_dayofweek_ptp,0.0
zhdh_jdbj1_jyrq_is_month_start_ptp,0.0
most_jyje_dfzh,0.0
jdbj0_most_jyje_dfzh,0.0
zhdh_jdbj0_jyrq_is_month_end_min,0.0
jdbj1_most_jyje_dfzh,0.0
zhdh_jdbj0_jyrq_is_month_end_median,0.0
B6A1085A_sum,0.0
jdbj0_most_jyje_dfhh,0.0
jdbj1_most_jyje_dfhh,0.0
zhdh_jdbj1_jyrq_is_month_start_min,0.0
dayofweek_ratio_max,0.0
B706835D_sum,0.0
C8FBBC86_sum,0.0
zhdh_jdbj1_jyrq_is_wknd_min,0.0
khjgdh,0.0
AA169B49_sum,0.0
zhdh_jdbj1_jyrq_is_month_end_median,0.0
zhdh_jdbj1_jyrq_is_month_end_min,0.0
jyje_label_1,0.0
jdbj1_most_dfzh,0.0
jdbj0_most_dfzh,0.0
6F3EF77A_sum,0.0
zhdh_jdbj0_jyrq_is_wknd_ptp,0.0
zhdh_jdbj0_jyrq_is_month_end_ptp,0.0
7EABE3A1_sum,0.0
zhdh_jdbj0_jyrq_is_wknd_max,0.0
979D472A_sum,0.0
most_is_wknd,0.0
jdbj0_most_is_wknd,0.0
most_is_month_start,0.0
jdbj0_most_is_month_start,0.0
most_is_month_end,0.0
jdbj0_most_is_month_end,0.0
zhdh_jdbj1_jyrq_is_wknd_median,0.0
zhdh_jdbj0_jyrq_minu_ptp,0.0
is_wknd_ratio_max,0.0
zhdh_jdbj0_jyrq_month_min,0.0
zhdh_jdbj1_jyrq_day_mean,0.0
AA169B49_ratio,0.0
3B8A6142_ratio,0.0
979D472A_ratio,0.0
zhdh_jdbj1_jyrq_month_min,0.0
is_month_end_ratio_max,0.0
is_month_start_ratio_min,0.0
is_month_start_ratio_max,0.0
6974CE5A_ratio,0.0
6F3EF77A_ratio,0.0
jyje_label_ratio_min,0.0
is_wknd_ratio_min,0.0
7EABE3A1_ratio,0.0
month_ratio_min,0.0
zhdh_jdbj0_jyrq_is_wknd_median,0.0
6974CE5A_sum,0.0
B706835D_ratio,0.0
zhdh_jdbj0_jyrq_is_month_start_min,0.0
most_jyje_is_month_start,0.0
zhdh_jdbj1_jyrq_dayofweek_max,0.0
E205EE2A_ratio,0.0
E205EE2A_sum,0.0
hour_ratio_max,0.0
EAE27D77_sum,0.0
F57A2F55_sum,0.0
jdbj0_most_jyje_is_month_start,0.0
zydh_jyje_label_ratio_mean,0.0
most_jyje_is_month_end,0.0
jdbj0_most_jyje_is_month_end,0.0
3B8A6142_sum,0.0
is_month_end_ratio_min,0.0
zhdh_jdbj0_jyrq_is_month_start_ptp,0.0
EAE27D77_ratio,0.0
zhdh_jdbj1_jyrq_dayofweek_min,0.0
